filename,proj_no,hole_no,top_depth,bottom_depth,coord_x,coord_y,elevation
24498346-102GQ060_BH-2_5.0m-10.0m.jpg,24498346-102GQ060,BH-2,5.0,10.0,121.545435,25.131194,395.97
284125501040416_BH-1_0.0m-15.0m.jpg,284125501040416,BH-1,0.0,15.0,121.250524,25.08762,23.16
284125501040416_BH-2_0.0m-10.0m.jpg,284125501040416,BH-2,0.0,10.0,121.250614,25.087692,23.2
284125501040416_BH-3_0.0m-15.0m.jpg,284125501040416,BH-3,0.0,15.0,121.250752,25.087484,23.27
284125501040416_BH-4_0.0m-10.0m.jpg,284125501040416,BH-4,0.0,10.0,121.250762,25.087403,23.14
284125501040416_BH-5_0.0m-15.0m.jpg,284125501040416,BH-5,0.0,15.0,121.250821,25.087322,23.13
52697649B104-10_BH-5_0.0m-4.0m.jpg,52697649B104-10,BH-5,0.0,4.0,120.801908,23.726908,785.5
52697649B104-10_BH-5_12.0m-16.0m.jpg,52697649B104-10,BH-5,12.0,16.0,120.801908,23.726908,785.5
52697649B104-10_BH-5_16.0m-20.0m.jpg,52697649B104-10,BH-5,16.0,20.0,120.801908,23.726908,785.5
52697649B104-10_BH-5_20.0m-24.0m.jpg,52697649B104-10,BH-5,20.0,24.0,120.801908,23.726908,785.5
52697649B104-10_BH-5_24.0m-28.0m.jpg,52697649B104-10,BH-5,24.0,28.0,120.801908,23.726908,785.5
52697649B104-10_BH-5_28.0m-30.0m.jpg,52697649B104-10,BH-5,28.0,30.0,120.801908,23.726908,785.5
52697649B104-10_BH-5_4.0m-8.0m.jpg,52697649B104-10,BH-5,4.0,8.0,120.801908,23.726908,785.5
52697649B104-10_BH-5_8.0m-12.0m.jpg,52697649B104-10,BH-5,8.0,12.0,120.801908,23.726908,785.5
52697649B104-10_BH-6_0.0m-4.0m.jpg,52697649B104-10,BH-6,0.0,4.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_12.0m-16.0m.jpg,52697649B104-10,BH-6,12.0,16.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_16.0m-20.0m.jpg,52697649B104-10,BH-6,16.0,20.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_20.0m-24.0m.jpg,52697649B104-10,BH-6,20.0,24.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_24.0m-28.0m.jpg,52697649B104-10,BH-6,24.0,28.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_28.0m-32.0m.jpg,52697649B104-10,BH-6,28.0,32.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_32.0m-36.0m.jpg,52697649B104-10,BH-6,32.0,36.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_36.0m-40.0m.jpg,52697649B104-10,BH-6,36.0,40.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_4.0m-8.0m.jpg,52697649B104-10,BH-6,4.0,8.0,120.802291,23.726737,782.2
52697649B104-10_BH-6_8.0m-12.0m.jpg,52697649B104-10,BH-6,8.0,12.0,120.802291,23.726737,782.2
52697649B104-10_BH-8_0.0m-4.0m.jpg,52697649B104-10,BH-8,0.0,4.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_12.0m-16.0m.jpg,52697649B104-10,BH-8,12.0,16.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_16.0m-20.0m.jpg,52697649B104-10,BH-8,16.0,20.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_20.0m-24.0m.jpg,52697649B104-10,BH-8,20.0,24.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_24.0m-28.0m.jpg,52697649B104-10,BH-8,24.0,28.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_28.0m-32.0m.jpg,52697649B104-10,BH-8,28.0,32.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_32.0m-36.0m.jpg,52697649B104-10,BH-8,32.0,36.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_36.0m-40.0m.jpg,52697649B104-10,BH-8,36.0,40.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_4.0m-8.0m.jpg,52697649B104-10,BH-8,4.0,8.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_40.0m-44.0m.jpg,52697649B104-10,BH-8,40.0,44.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_44.0m-48.0m.jpg,52697649B104-10,BH-8,44.0,48.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_48.0m-52.0m.jpg,52697649B104-10,BH-8,48.0,52.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_52.0m-56.0m.jpg,52697649B104-10,BH-8,52.0,56.0,120.799739,23.727564,796.8
52697649B104-10_BH-8_8.0m-12.0m.jpg,52697649B104-10,BH-8,8.0,12.0,120.799739,23.727564,796.8
